"","Entrez_ID","Gene_symbol","Gene_description","Chromosome","Map_location","Model_scientific_name","Model_common_name","Gene_function"
"66","4094","MAF","MAF bZIP transcription factor","16","16q23.2","Homo sapiens","human","The protein encoded by this gene is a DNA-binding, leucine zipper-containing transcription factor that acts as a homodimer or as a heterodimer. Depending on the binding site and binding partner, the encoded protein can be a transcriptional activator or repressor. This protein plays a role in the regulation of several cellular processes, including embryonic lens fiber cell development, increased T-cell susceptibility to apoptosis, and chondrocyte terminal differentiation. Defects in this gene are a cause of juvenile-onset pulverulent cataract as well as congenital cerulean cataract 4 (CCA4). Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2010]"
"67","1612","DAPK1","death associated protein kinase 1","9","9q21.33","Homo sapiens","human","Death-associated protein kinase 1 is a positive mediator of gamma-interferon induced programmed cell death. DAPK1 encodes a structurally unique 160-kD calmodulin dependent serine-threonine kinase that carries 8 ankyrin repeats and 2 putative P-loop consensus sites. It is a tumor suppressor candidate. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013]"
"68","7041","TGFB1I1","transforming growth factor beta 1 induced transcript 1","16","16p11.2","Homo sapiens","human","This gene encodes a coactivator of the androgen receptor, a transcription factor which is activated by androgen and has a key role in male sexual differentiation. The encoded protein is thought to regulate androgen receptor activity and may have a role to play in the treatment of prostate cancer. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2009]"
"69","9315","NREP","neuronal regeneration related protein","5","5q22.1","Homo sapiens","human","Predicted to be involved in axon regeneration; regulation of neuron differentiation; and regulation of transforming growth factor beta receptor signaling pathway. Predicted to be active in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"70","1978","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1","8","8p11.23","Homo sapiens","human","This gene encodes one member of a family of translation repressor proteins. The protein directly interacts with eukaryotic translation initiation factor 4E (eIF4E), which is a limiting component of the multisubunit complex that recruits 40S ribosomal subunits to the 5' end of mRNAs. Interaction of this protein with eIF4E inhibits complex assembly and represses translation. This protein is phosphorylated in response to various signals including UV irradiation and insulin signaling, resulting in its dissociation from eIF4E and activation of mRNA translation. [provided by RefSeq, Jul 2008]"
"71","10079","ATP9A","ATPase phospholipid transporting 9A (putative)","20","20q13.2","Homo sapiens","human","Enables protease binding activity. Involved in negative regulation of exosomal secretion; regulation of endocytic recycling; and regulation of retrograde transport, endosome to Golgi. Located in several cellular components, including endosome membrane; perinuclear region of cytoplasm; and trans-Golgi network membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"72","54995","OXSM","3-oxoacyl-ACP synthase, mitochondrial","3","3p24.2","Homo sapiens","human","This gene encodes a beta-ketoacyl synthetase. The encoded enzyme is required for elongation of fatty acid chains in the mitochondria. Alternatively spliced transcript variants have been described.[provided by RefSeq, Feb 2009]"
"73","5087","PBX1","PBX homeobox 1","1","1q23.3","Homo sapiens","human","This gene encodes a nuclear protein that belongs to the PBX homeobox family of transcriptional factors. Studies in mice suggest that this gene may be involved in the regulation of osteogenesis and required for skeletal patterning and programming. A chromosomal translocation, t(1;19) involving this gene and TCF3/E2A gene, is associated with pre-B-cell acute lymphoblastic leukemia. The resulting fusion protein, in which the DNA binding domain of E2A is replaced by the DNA binding domain of this protein, transforms cells by constitutively activating transcription of genes regulated by the PBX protein family. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2017]"
"74","7570","ZNF22","zinc finger protein 22","10","10q11.21","Homo sapiens","human","Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"75","3397","ID1","inhibitor of DNA binding 1","20","20q11.21","Homo sapiens","human","The protein encoded by this gene is a helix-loop-helix (HLH) protein that can form heterodimers with members of the basic HLH family of transcription factors. The encoded protein has no DNA binding activity and therefore can inhibit the DNA binding and transcriptional activation ability of basic HLH proteins with which it interacts. This protein may play a role in cell growth, senescence, and differentiation. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"76","54874","FNBP1L","formin binding protein 1 like","1","1p22.1","Homo sapiens","human","The protein encoded by this gene binds to both CDC42 and N-WASP. This protein promotes CDC42-induced actin polymerization by activating the N-WASP-WIP complex and, therefore, is involved in a pathway that links cell surface signals to the actin cytoskeleton. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
"77","563","AZGP1","alpha-2-glycoprotein 1, zinc-binding","7","7q22.1","Homo sapiens","human","Involved in cell adhesion and detection of chemical stimulus involved in sensory perception of bitter taste. Located in extracellular space. [provided by Alliance of Genome Resources, Apr 2022]"
"78","57717","PCDHB16","protocadherin beta 16","5","5q31.3","Homo sapiens","human","This gene is a member of the protocadherin beta gene cluster, one of three related gene clusters tandemly linked on chromosome five. The gene clusters demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The beta cluster contains 16 genes and 3 pseudogenes, each encoding 6 extracellular cadherin domains and a cytoplasmic tail that deviates from others in the cadherin superfamily. The extracellular domains interact in a homophilic manner to specify differential cell-cell connections. Unlike the alpha and gamma clusters, the transcripts from these genes are made up of only one large exon, not sharing common 3' exons as expected. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins. Their specific functions are unknown but they most likely play a critical role in the establishment and function of specific cell-cell neural connections. [provided by RefSeq, Jul 2008]"
"79","29887","SNX10","sorting nexin 10","7","7p15.2","Homo sapiens","human","This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. This protein does not contain a coiled coil region, like some family members. This gene may play a role in regulating endosome homeostasis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2010]"
"80","2180","ACSL1","acyl-CoA synthetase long chain family member 1","4","4q35.1","Homo sapiens","human","The protein encoded by this gene is an isozyme of the long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2013]"
"81","1741","DLG3","discs large MAGUK scaffold protein 3","X","Xq13.1","Homo sapiens","human","This gene encodes a member of the membrane-associated guanylate kinase protein family. The encoded protein may play a role in clustering of NMDA receptors at excitatory synapses. It may also negatively regulate cell proliferation through interaction with the C-terminal region of the adenomatosis polyposis coli tumor suppressor protein. Mutations in this gene have been associated with X-linked cognitive disability. Alternatively spliced transcript variants have been described. [provided by RefSeq, Oct 2009]"
"82","900","CCNG1","cyclin G1","5","5q34","Homo sapiens","human","The eukaryotic cell cycle is governed by cyclin-dependent protein kinases (CDKs) whose activities are regulated by cyclins and CDK inhibitors. The protein encoded by this gene is a member of the cyclin family and contains the cyclin box. The encoded protein lacks the protein destabilizing (PEST) sequence that is present in other family members. Transcriptional activation of this gene can be induced by tumor protein p53. Two transcript variants encoding the same protein have been identified for this gene. [provided by RefSeq, Jul 2008]"
"83","1690","COCH","cochlin","14","14q12","Homo sapiens","human","The protein encoded by this gene is highly conserved in human, mouse, and chicken, showing 94% and 79% amino acid identity of human to mouse and chicken sequences, respectively. Hybridization to this gene was detected in spindle-shaped cells located along nerve fibers between the auditory ganglion and sensory epithelium. These cells accompany neurites at the habenula perforata, the opening through which neurites extend to innervate hair cells. This and the pattern of expression of this gene in chicken inner ear paralleled the histologic findings of acidophilic deposits, consistent with mucopolysaccharide ground substance, in temporal bones from DFNA9 (autosomal dominant nonsyndromic sensorineural deafness 9) patients. Mutations that cause DFNA9 have been reported in this gene. Alternative splicing results in multiple transcript variants encoding the same protein. Additional splice variants encoding distinct isoforms have been described but their biological validities have not been demonstrated. [provided by RefSeq, Oct 2008]"
"84","9054","NFS1","NFS1 cysteine desulfurase","20","20q11.22","Homo sapiens","human","Iron-sulfur clusters are required for the function of many cellular enzymes. The proteins encoded by this gene supply inorganic sulfur to these clusters by removing the sulfur from cysteine, creating alanine in the process. This gene uses alternate in-frame translation initiation sites to generate mitochondrial forms and cytoplasmic/nuclear forms. Selection of the alternative initiation sites is determined by the cytosolic pH. The encoded proteins belong to the class-V family of pyridoxal phosphate-dependent aminotransferases. Alternatively spliced transcript variants have been described. [provided by RefSeq, Nov 2010]"
"85","54733","SLC35F2","solute carrier family 35 member F2","11","11q22.3","Homo sapiens","human","Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"86","9540","TP53I3","tumor protein p53 inducible protein 3","2","2p23.3","Homo sapiens","human","The protein encoded by this gene is similar to oxidoreductases, which are enzymes involved in cellular responses to oxidative stresses and irradiation. This gene is induced by the tumor suppressor p53 and is thought to be involved in p53-mediated cell death. It contains a p53 consensus binding site in its promoter region and a downstream pentanucleotide microsatellite sequence. P53 has been shown to transcriptionally activate this gene by interacting with the downstream pentanucleotide microsatellite sequence. The microsatellite is polymorphic, with a varying number of pentanucleotide repeats directly correlated with the extent of transcriptional activation by p53. It has been suggested that the microsatellite polymorphism may be associated with differential susceptibility to cancer. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2011]"
"87","2697","GJA1","gap junction protein alpha 1","6","6q22.31","Homo sapiens","human","This gene is a member of the connexin gene family. The encoded protein is a component of gap junctions, which are composed of arrays of intercellular channels that provide a route for the diffusion of low molecular weight materials from cell to cell. The encoded protein is the major protein of gap junctions in the heart that are thought to have a crucial role in the synchronized contraction of the heart and in embryonic development. A related intronless pseudogene has been mapped to chromosome 5. Mutations in this gene have been associated with oculodentodigital dysplasia, autosomal recessive craniometaphyseal dysplasia and heart malformations. [provided by RefSeq, May 2014]"
"88","100287482","SMKR1","small lysine rich protein 1","7","7q32.1","Homo sapiens","human",""
"89","10135","NAMPT","nicotinamide phosphoribosyltransferase","7","7q22.3","Homo sapiens","human","This gene encodes a protein that catalyzes the condensation of nicotinamide with 5-phosphoribosyl-1-pyrophosphate to yield nicotinamide mononucleotide, one step in the biosynthesis of nicotinamide adenine dinucleotide. The protein belongs to the nicotinic acid phosphoribosyltransferase (NAPRTase) family and is thought to be involved in many important biological processes, including metabolism, stress response and aging. This gene has a pseudogene on chromosome 10. [provided by RefSeq, Feb 2011]"
"90","25805","BAMBI","BMP and activin membrane bound inhibitor","10","10p12.1","Homo sapiens","human","This gene encodes a transmembrane glycoprotein related to the type I receptors of the transforming growth factor-beta (TGF-beta) family, whose members play important roles in signal transduction in many developmental and pathological processes. The encoded protein however is a pseudoreceptor, lacking an intracellular serine/threonine kinase domain required for signaling. Similar proteins in frog, mouse and zebrafish function as negative regulators of TGF-beta, which has led to the suggestion that the encoded protein may function to limit the signaling range of the TGF-beta family during early embryogenesis. [provided by RefSeq, Jul 2008]"
"91","516","ATP5MC1","ATP synthase membrane subunit c locus 1","17","17q21.32","Homo sapiens","human","This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel seems to have nine subunits (a, b, c, d, e, f, g, F6 and 8). This gene is one of three genes that encode subunit c of the proton channel. Each of the three genes have distinct mitochondrial import sequences but encode the identical mature protein. Alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]"
"92","7464","CORO2A","coronin 2A","9","9q22.33","Homo sapiens","human","This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This protein contains 5 WD repeats, and has a structural similarity with actin-binding proteins: the D. discoideum coronin and the human p57 protein, suggesting that this protein may also be an actin-binding protein that regulates cell motility. Alternative splicing of this gene generates 2 transcript variants. [provided by RefSeq, Jul 2008]"
"93","9891","NUAK1","NUAK family kinase 1","12","12q23.3","Homo sapiens","human","Enables p53 binding activity and protein serine/threonine kinase activity. Involved in several processes, including protein phosphorylation; regulation of cellular senescence; and regulation of myosin-light-chain-phosphatase activity. Located in cytoplasm; microtubule cytoskeleton; and nuclear lumen. [provided by Alliance of Genome Resources, Apr 2022]"
"94","55244","SLC47A1","solute carrier family 47 member 1","17","17p11.2","Homo sapiens","human","This gene is located within the Smith-Magenis syndrome region on chromosome 17. It encodes a protein of unknown function. [provided by RefSeq, Jul 2008]"
"95","9590","AKAP12","A-kinase anchoring protein 12","6","6q25.1","Homo sapiens","human","The A-kinase anchor proteins (AKAPs) are a group of structurally diverse proteins, which have the common function of binding to the regulatory subunit of protein kinase A (PKA) and confining the holoenzyme to discrete locations within the cell. This gene encodes a member of the AKAP family. The encoded protein is expressed in endothelial cells, cultured fibroblasts, and osteosarcoma cells. It associates with protein kinases A and C and phosphatase, and serves as a scaffold protein in signal transduction. This protein and RII PKA colocalize at the cell periphery. This protein is a cell growth-related protein. Antibodies to this protein can be produced by patients with myasthenia gravis. Alternative splicing of this gene results in two transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
"96","79789","CLMN","calmin","14","14q32.13","Homo sapiens","human","Predicted to enable actin filament binding activity. Predicted to be involved in negative regulation of cell population proliferation and nuclear migration. Predicted to act upstream of or within neuron projection development. Predicted to be integral component of membrane. Predicted to be part of meiotic nuclear membrane microtubule tethering complex. Predicted to be active in cytoplasm and nuclear outer membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"97","10622","POLR3G","RNA polymerase III subunit G","5","5q14.3","Homo sapiens","human","Enables chromatin binding activity. Involved in positive regulation of innate immune response; positive regulation of interferon-beta production; and transcription by RNA polymerase III. Acts upstream of or within cell population proliferation. Located in cytosol and nuclear body. Part of RNA polymerase III complex. [provided by Alliance of Genome Resources, Apr 2022]"
"98","7108","TM7SF2","transmembrane 7 superfamily member 2","11","11q13.1","Homo sapiens","human","Enables delta14-sterol reductase activity. Involved in cholesterol biosynthetic process. Located in endoplasmic reticulum. Part of receptor complex. [provided by Alliance of Genome Resources, Apr 2022]"
"99","114908","TMEM123","transmembrane protein 123","11","11q22.2","Homo sapiens","human","This gene encodes a highly glycosylated transmembrane protein with a high content of threonine and serine residues in its extracellular domain, similar to a broadly defined category of proteins termed mucins. Exposure of some cell types to anti-PORIMIN (pro-oncosis receptor inducing membrane injury) antibody, crosslinks this protein on the cell surface and induces a type of cell death termed oncosis. Oncosis is distinct from apoptosis and is characterized by a loss of cell membrane integrity without DNA fragmentation. This gene product is proposed to function as a cell surface receptor that mediates cell death. [provided by RefSeq, Jul 2008]"
"100","79778","MICALL2","MICAL like 2","7","7p22.3","Homo sapiens","human","Enables filamin binding activity. Involved in positive regulation of protein targeting to mitochondrion. Predicted to be located in several cellular components, including bicellular tight junction; neuron projection; and recycling endosome. Predicted to colocalize with stress fiber. [provided by Alliance of Genome Resources, Apr 2022]"
"101","4747","NEFL","neurofilament light chain","8","8p21.2","Homo sapiens","human","Neurofilaments are type IV intermediate filament heteropolymers composed of light, medium, and heavy chains. Neurofilaments comprise the axoskeleton and they functionally maintain the neuronal caliber. They may also play a role in intracellular transport to axons and dendrites. This gene encodes the light chain neurofilament protein. Mutations in this gene cause Charcot-Marie-Tooth disease types 1F (CMT1F) and 2E (CMT2E), disorders of the peripheral nervous system that are characterized by distinct neuropathies. A pseudogene has been identified on chromosome Y. [provided by RefSeq, Oct 2008]"
"102","91419","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog","12","12q14.1","Homo sapiens","human","The protein encoded by this gene is amplified in glioblastomas and interacts with the DNA binding subunit of DNA-dependent protein kinase. This kinase is involved in double-strand break repair (DSB), and higher expression of the encoded protein increases the efficiency of DSB. In addition, comparison to orthologous proteins strongly suggests that this protein is a metalloprotease important in the biosynthesis of mitochondrial ATPase. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2016]"
"103","79590","MRPL24","mitochondrial ribosomal protein L24","1","1q23.1","Homo sapiens","human","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein which is more than twice the size of its E.coli counterpart (EcoL24). Sequence analysis identified two transcript variants that encode the same protein. [provided by RefSeq, Jul 2008]"
"104","2157","F8","coagulation factor VIII","X","Xq28","Homo sapiens","human","This gene encodes coagulation factor VIII, which participates in the intrinsic pathway of blood coagulation; factor VIII is a cofactor for factor IXa which, in the presence of Ca+2 and phospholipids, converts factor X to the activated form Xa.  This gene produces two alternatively spliced transcripts. Transcript variant 1 encodes a large glycoprotein, isoform a, which circulates in plasma and associates with von Willebrand factor in a noncovalent complex. This protein undergoes multiple cleavage events. Transcript variant 2 encodes a putative small protein, isoform b, which consists primarily of the phospholipid binding domain of factor VIIIc. This binding domain is essential for coagulant activity. Defects in this gene results in hemophilia A, a common recessive X-linked coagulation disorder. [provided by RefSeq, Jul 2008]"
"105","85028","SNHG12","small nucleolar RNA host gene 12","1","1p35.3","Homo sapiens","human","This gene produces a long RNA that is overexpressed in tumor cells. This RNA may promote tumorigenesis by acting as a sponge for microRNAs. [provided by RefSeq, Dec 2017]"
"106","9518","GDF15","growth differentiation factor 15","19","19p13.11","Homo sapiens","human","This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer. The protein is expressed in a broad range of cell types, acts as a pleiotropic cytokine and is involved in the stress response program of cells after cellular injury. Increased protein levels are associated with disease states such as tissue hypoxia, inflammation, acute injury and oxidative stress. [provided by RefSeq, Aug 2016]"
"107","6506","SLC1A2","solute carrier family 1 member 2","11","11p13","Homo sapiens","human","This gene encodes a member of a family of solute transporter proteins. The membrane-bound protein is the principal transporter that clears the excitatory neurotransmitter glutamate from the extracellular space at synapses in the central nervous system. Glutamate clearance is necessary for proper synaptic activation and to prevent neuronal damage from excessive activation of glutamate receptors. Improper regulation of this gene is thought to be associated with several neurological disorders. Alternatively spliced transcript variants of this gene have been identified. [provided by RefSeq, Jun 2017]"
"108","55691","FRMD4A","FERM domain containing 4A","10","10p13","Homo sapiens","human","This gene encodes a FERM domain-containing protein that regulates epithelial cell polarity. It connects ADP ribosylation factor 6 (ARF6) with the Par protein complex, which regulates the remodeling of adherens junctions and linear actin cable formation during epithelial cell polarization. Polymorphisms in this gene are associated with Alzheimer's disease, and also with nicotine dependence. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]"
"109","5925","RB1","RB transcriptional corepressor 1","13","13q14.2","Homo sapiens","human","The protein encoded by this gene is a negative regulator of the cell cycle and was the first tumor suppressor gene found. The encoded protein also stabilizes constitutive heterochromatin to maintain the overall chromatin structure. The active, hypophosphorylated form of the protein binds transcription factor E2F1. Defects in this gene are a cause of childhood cancer retinoblastoma (RB), bladder cancer, and osteogenic sarcoma. [provided by RefSeq, Jul 2008]"
"110","56963","RGMA","repulsive guidance molecule BMP co-receptor a","15","15q26.1","Homo sapiens","human","This gene encodes a member of the repulsive guidance molecule family. The encoded protein is a glycosylphosphatidylinositol-anchored glycoprotein that functions as an axon guidance protein in the developing and adult central nervous system. This protein may also function as a tumor suppressor in some cancers. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]"
"111","3632","INPP5A","inositol polyphosphate-5-phosphatase A","10","10q26.3","Homo sapiens","human","The protein encoded by this gene is a membrane-associated type I inositol 1,4,5-trisphosphate (InsP3) 5-phosphatase. InsP3 5-phosphatases hydrolyze Ins(1,4,5)P3, which mobilizes intracellular calcium and acts as a second messenger mediating cell responses to various stimulation. [provided by RefSeq, Jul 2008]"
"112","51012","PRELID3B","PRELI domain containing 3B","20","20q13.32","Homo sapiens","human","Predicted to enable phosphatidic acid transfer activity. Predicted to be involved in phospholipid transport. Predicted to be active in mitochondrial intermembrane space. [provided by Alliance of Genome Resources, Apr 2022]"
"113","57508","INTS2","integrator complex subunit 2","17","17q23.2","Homo sapiens","human","INTS2 is a subunit of the Integrator complex, which associates with the C-terminal domain of RNA polymerase II large subunit (POLR2A; MIM 180660) and mediates 3-prime end processing of small nuclear RNAs U1 (RNU1; MIM 180680) and U2 (RNU2; MIM 180690) (Baillat et al., 2005 [PubMed 16239144]).[supplied by OMIM, Mar 2008]"
"114","54898","ELOVL2","ELOVL fatty acid elongase 2","6","6p24.2","Homo sapiens","human","Enables fatty acid elongase activity. Involved in fatty acid elongation, polyunsaturated fatty acid and very long-chain fatty acid biosynthetic process. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2022]"
"115","230","ALDOC","aldolase, fructose-bisphosphate C","17","17q11.2","Homo sapiens","human","This gene encodes a member of the class I fructose-biphosphate aldolase gene family. Expressed specifically in the hippocampus and Purkinje cells of the brain, the encoded protein is a glycolytic enzyme that catalyzes the reversible aldol cleavage of fructose-1,6-biphosphate and fructose 1-phosphate to dihydroxyacetone phosphate and either glyceraldehyde-3-phosphate or glyceraldehyde, respectively. [provided by RefSeq, Jul 2008]"
"116","56994","CHPT1","choline phosphotransferase 1","12","12q23.2","Homo sapiens","human","Enables diacylglycerol cholinephosphotransferase activity. Involved in phosphatidylcholine biosynthetic process and platelet activating factor biosynthetic process. Predicted to be located in Golgi membrane. Predicted to be active in Golgi apparatus and endoplasmic reticulum membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"117","27244","SESN1","sestrin 1","6","6q21","Homo sapiens","human","This gene encodes a member of the sestrin family. Sestrins are induced by the p53 tumor suppressor protein and play a role in the cellular response to DNA damage and oxidative stress. The encoded protein mediates p53 inhibition of cell growth by activating AMP-activated protein kinase, which results in the inhibition of the mammalian target of rapamycin protein. The encoded protein also plays a critical role in antioxidant defense by regenerating overoxidized peroxiredoxins, and the expression of this gene is a potential marker for exposure to radiation. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]"
"118","5780","PTPN9","protein tyrosine phosphatase non-receptor type 9","15","15q24.2","Homo sapiens","human","The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitotic cycle, and oncogenic transformation. This PTP contains an N-terminal domain that shares a significant similarity with yeast SEC14, which is a protein that has phosphatidylinositol transfer activity and is required for protein secretion through the Golgi complex in yeast. This PTP was found to be activated by polyphosphoinositide, and is thought to be involved in signaling events regulating phagocytosis. [provided by RefSeq, Jul 2008]"
"119","84262","PSMG3","proteasome assembly chaperone 3","7","7p22.3","Homo sapiens","human","Enables molecular adaptor activity. Involved in chaperone-mediated protein complex assembly. Predicted to be part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]"
"120","23255","MTCL1","microtubule crosslinking factor 1","18","18p11.22","Homo sapiens","human","Enables microtubule binding activity. Predicted to be involved in establishment or maintenance of epithelial cell apical/basal polarity; microtubule bundle formation; and positive regulation of protein targeting to membrane. Located in midbody and spindle pole. [provided by Alliance of Genome Resources, Apr 2022]"
"121","23305","ACSL6","acyl-CoA synthetase long chain family member 6","5","5q31.1","Homo sapiens","human","The protein encoded by this gene catalyzes the formation of acyl-CoA from fatty acids, ATP, and CoA, using magnesium as a cofactor. The encoded protein plays a major role in fatty acid metabolism in the brain. Translocations with the ETV6 gene are causes of myelodysplastic syndrome with basophilia, acute myelogenous leukemia with eosinophilia, and acute eosinophilic leukemia. Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2011]"
"122","23564","DDAH2","DDAH family member 2, ADMA-independent","6","6p21.33","Homo sapiens","human","This gene encodes a dimethylarginine dimethylaminohydrolase. The encoded enzyme functions in nitric oxide generation by regulating the cellular concentrations of methylarginines, which in turn inhibit nitric oxide synthase activity. The protein may be localized to the mitochondria. Alternative splicing resulting in multiple transcript variants. [provided by RefSeq, Dec 2014]"
"123","10560","SLC19A2","solute carrier family 19 member 2","1","1q24.2","Homo sapiens","human","This gene encodes the thiamin transporter protein. Mutations in this gene cause thiamin-responsive megaloblastic anemia syndrome (TRMA), which is an autosomal recessive disorder characterized by diabetes mellitus, megaloblastic anemia and sensorineural deafness. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2016]"
"124","10409","BASP1","brain abundant membrane attached signal protein 1","5","5p15.1","Homo sapiens","human","This gene encodes a membrane bound protein with several transient phosphorylation sites and PEST motifs. Conservation of proteins with PEST sequences among different species supports their functional significance. PEST sequences typically occur in proteins with high turnover rates. Immunological characteristics of this protein are species specific. This protein also undergoes N-terminal myristoylation. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Oct 2012]"
"125","1410","CRYAB","crystallin alpha B","11","11q23.1","Homo sapiens","human","Mammalian lens crystallins are divided into alpha, beta, and gamma families. Alpha crystallins are composed of two gene products: alpha-A and alpha-B, for acidic and basic, respectively. Alpha crystallins can be induced by heat shock and are members of the small heat shock protein (HSP20) family. They act as molecular chaperones although they do not renature proteins and release them in the fashion of a true chaperone; instead they hold them in large soluble aggregates. These heterogeneous aggregates consist of 30-40 subunits; the alpha-A and alpha-B subunits have a 3:1 ratio, respectively. Two additional functions of alpha crystallins are an autokinase activity and participation in the intracellular architecture. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. Alpha-A and alpha-B gene products are differentially expressed; alpha-A is preferentially restricted to the lens and alpha-B is expressed widely in many tissues and organs. Elevated expression of alpha-B crystallin occurs in many neurological diseases; a missense mutation cosegregated in a family with a desmin-related myopathy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2019]"
"126","10367","MICU1","mitochondrial calcium uptake 1","10","10q22.1","Homo sapiens","human","This gene encodes an essential regulator of mitochondrial Ca2+ uptake under basal conditions. The encoded protein interacts with the mitochondrial calcium uniporter, a mitochondrial inner membrane Ca2+ channel, and is essential in preventing mitochondrial Ca2+ overload, which can cause excessive production of reactive oxygen species and cell stress. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Mar 2013]"
"127","79675","FASTKD1","FAST kinase domains 1","2","2q31.1","Homo sapiens","human","Enables RNA binding activity. Involved in mitochondrial RNA metabolic process and regulation of mitochondrial mRNA stability. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"128","65251","ZNF649","zinc finger protein 649","19","19q13.41","Homo sapiens","human","Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within negative regulation of transcription, DNA-templated. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
